gender,age,grade_aggregate,dream_job,fav_sub1,fav_sub2,fav_sub3,interest,learning_style,selected_program
Male ,26,8,Veterinary Pathologist,Biology,Chemistry,Physics,Science,Reflective,Doctor of Veterinary Medicine
Female,17,10,Paleontologist,Science,Biology,Chemistry,Science,Verbal,BSc. Earth Sciences
Female,17,7,Oral and Maxillofacial Surgeon,Biology,Chemistry,Physics,Science,Logical,Bachelor of Dental Surgery
Female,28,9,Environmental health and safety specialist,Chemistry,Biology,Physics,Science,Global,BSc. Biological Sciences
Female,20,7,Medical Science Liaison,Biology,Chemistry,Mathematics,Science,Logical,Doctor of Pharmacy
Female,27,6,Ophthalmologist,Biology,Chemistry,Physics,Science,Spatial,Bachelor of Medicine
Male ,25,19,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts Full-Fee Paying
Male ,20,21,Tax Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - City Campus
Female,25,6,Clinical Nurse Specialist,Biology,Chemistry,Mathematics,Science,Kinesthetic,BSc. Nursing
Male ,18,18,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts City Campus
Female,24,7,Family Lawyer,English Language,Social Studies,French,Psychology,Interpersonal,Bachelor of Law
Male ,22,9,Data Analyst,Mathematics,Mathematics,ICT,Science,Analytical,BSc. Mathematical Sciences
Male ,31,7,IT Security Specialist,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Computer Engineering
Female,30,19,Actor,English Language,Theater Arts,Creative Arts,Performing Arts,Kinesthetic,Bachelor of Arts City Campus
Female,20,24,Writer,English Language,Creative Arts,History,Literature,Linguistic,Bachelor of Arts City Campus
Female,27,7,Management Analyst,Business,Mathematics,Economics,Business,Logical,BSc. Administration - Legon Campus
Female,23,9,Full-Stack Developer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Female,28,22,Public Relations Specialist,English Language,English Language,Business,Communications,Verbal,BSc. Administration - City Campus
Female,21,10,Sustainable Agriculture Specialist,Agricultural Science,Biology,Chemistry,Environment,Logical,BSc. Agricultural Engineering
Male ,26,6,Nurse,Biology,Science,Chemistry,Science,Analytical,BSc. Nursing
Female,27,10,Occupational Therapist,Biology,Chemistry,General Knowledge in Art,Arts,Visual,BSc. Occupational Therapy
Male ,24,19,Medical laboratory technician,Biology,Chemistry,Mathematics,Science,Visual,BSc. Biological Sciences
Male ,21,6,Trauma Surgeon,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Surgery
Male ,24,8,Tax Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Legon Campus
Female,20,11,Food Scientist,Biology,Chemistry,Physics,Science,Logical,BSc. Nutrition & Dietetics
Male ,16,7,Cardiologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Medicine
Female,28,19,Science Policy Analyst,Social Studies,Science,History,Politics,Analytical,BSc. Physical Sciences
Male ,14,16,Tax Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - City Campus
Female,27,7,Writer,English Language,Creative Arts,History,Literature,Linguistic,Bachelor of Arts (General Arts Background)
Female,30,21,Primary School Teacher,English Language,Mathematics,Creative Arts,Education,Visual,BSc. Education
Male ,21,10,MRI Technologist,Biology,Physics,Chemistry,Science,Analytical,BSc. Diagnostic Radiography
Male ,25,18,Agricultural Equipment Design Engineer,Mathematics,Physics,General Knowledge in Art,Agriculture,Logical,BSc. Agricultural Engineering
Male ,27,11,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts (General Arts Background)
Female,31,17,Painter,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Female,23,10,Product Development Engineer,Physics,Chemistry,Mathematics,Engineering,Logical,BSc. Materials Science & Engineering
Female,28,16,Respiratory Therapist,Biology,Chemistry,Physics,Science,Auditory,BSc. Respiratory Therapy
Male ,31,15,Secondary School Teacher,English Language,Mathematics,History,Education,Auditory,BSc. Education
Female,15,9,Dental Product Sales Representative,Business,Business,English Language,Business,Social,Bachelor of Dental Surgery
Male ,16,23,Agricultural Inspector,Agricultural Science,Biology,Chemistry,Environment,Logical,BSc. Agricultural Engineering (Full-Feepaying)
Male ,31,6,Financial Analyst,Mathematics,Economics,Business,Finance,Logical,BSc. Administration - Legon Campus
Male ,19,7,Blockchain Engineer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Female,28,23,Education Policy Analyst,English Language,Economics,Social Studies,Education,Global,BSc. Education
Female,31,24,Environmental Scientist,Biology,Chemistry,Science,Science,Naturalistic,BSc. Physical Sciences
Male ,29,9,Neurological Physical Therapist,Biology,Psychology,Physics,Science,Logical,BSc. Physiotherapy
Male ,21,8,Clinical Laboratory Scientist,Biology,Chemistry,Mathematics,Science,Analytical,BSc. Medical Laboratory Sciences
Female,14,19,Precision Agriculture Specialist,Mathematics,Agricultural Science,Physics,Agriculture,Logical,BSc. Agricultural Engineering
Female,17,8,Art Therapist,Creative Arts,Psychology,Biology,Psychology,Verbal,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,26,13,Business Intelligence Analyst,Mathematics,Science,Business,Business,Analytical,BSc. Mathematical Sciences
Female,16,12,Sculptor,Creative Arts,English Language,General Knowledge in Art,Arts,Kinesthetic,Bachelor of Fine Arts
Female,26,7,DevOps Engineer,Mathematics,ICT,ICT,Technology,Analytical,BSc. Mathematical Sciences
Male ,23,9,Home Health Nurse,Biology,Chemistry,Mathematics,Science,Naturalistic,BSc. Nursing
Female,29,17,Data Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Mathematical Sciences
Female,24,9,Occupational Therapist,Psychology,Social Studies,History,Humanities,Verbal,BSc. Occupational Therapy
Female,16,7,Solutions Engineer,Mathematics,ICT,Mathematics,Technology,Analytical,BSc. Computer Engineering
Female,15,14,Applications Architect,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,27,14,Food Technologist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,16,9,Nurse Midwife,Biology,Chemistry,English Language,Science,Social,BSc. Nursing
Male ,30,7,Data Architect,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Female,28,22,Hydrologist,Geography,Physics,Mathematics,Science,Analytical,BSc. Earth Sciences
Male ,30,9,Phlebotomist,Biology,Chemistry,Science,Science,Kinesthetic,BSc. Medical Laboratory Sciences
Male ,29,12,Supply Chain Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Legon Campus (Full-Fee Paying)
Male ,19,12,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts (Business/Science/ Vocational Background)
Female,26,6,Prosthodontist,Biology,Chemistry,Physics,Science,Social,Bachelor of Dental Surgery
Male ,30,10,Human Resources Manager,Psychology,Economics,Mathematics,Business,Social,BSc. Administration - Legon Campus (Full-Fee Paying)
Female,26,28,Actor,English Language,Theater Arts,Creative Arts,Performing Arts,Kinesthetic,Bachelor of Arts - Distance Education
Male ,18,10,Cyber Security Engineer,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Computer Engineering (Full-Feepaying)
Male ,20,23,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts Full-Fee Paying
Female,23,19,IT Systems Security Manager,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology - Distance Education
Female,16,14,IT Project Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,18,19,Painter,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Female,23,8,Nurse Anesthetist,Biology,Chemistry,Physics,Science,Verbal,BSc. Nursing
Male ,30,7,Blockchain Engineer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Male ,18,8,Sales Representative,Business,Business,English Language,Sales,Social,BSc. Administration - Legon Campus
Male ,19,18,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts Full-Fee Paying
Male ,17,8,Medical Lab Technologist,Biology,Chemistry,Science,Science,Logical,BSc. Medical Laboratory Sciences
Female,17,15,Respiratory Therapist,Biology,Chemistry,Physics,Science,Kinesthetic,BSc. Respiratory Therapy
Female,17,9,Business Development Manager,Business,Economics,Mathematics,Business,Verbal,BSc. Administration - Legon Campus
Male ,28,7,Intellectual Property Lawyer,English Language,Mathematics,Physics,Technology,Analytical,Bachelor of Law
Male ,14,21,Sales Manager,Mathematics,Business,English Language,Business,Logical,BSc. Administration - City Campus
Male ,21,7,Psychologist,Biology,Chemistry,Psychology,Psychology,Logical,Bachelor of Arts (General Arts Background)
Female,17,8,Pharmacologist,Biology,Chemistry,Mathematics,Science,Logical,Doctor of Pharmacy
Male ,21,18,Composite Materials Engineer,Physics,Chemistry,Mathematics,Engineering,Sequential,BSc. Materials Science & Engineering (Full-Feepaying)
Female,22,6,Surgical Oncologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Surgery
Male ,31,10,Blockchain Engineer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering (Full-Feepaying)
Male ,22,16,Information Technology Manager,ICT,Mathematics,Business,Technology,Analytical,BSc. Mathematical Sciences
Male ,15,10,Information Systems Security Manager,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Male ,31,9,Chief Executive Officer (CEO),Business,Mathematics,Economics,Business,Global,BSc. Administration - Legon Campus
Male ,22,7,Mobile Applications Developer,ICT,Mathematics,Creative Arts,Technology,Visual,BSc. Information Technology
Male ,14,8,Chief Executive Officer (CEO),Business,Mathematics,Economics,Business,Global,BSc. Administration - Legon Campus
Male ,27,10,Medical Writer,English Language,Biology,Chemistry,Literature,Verbal,BSc. Biomedical Engineering
Male ,17,9,Chief Executive Officer (CEO),Business,Mathematics,Economics,Business,Global,BSc. Administration - Legon Campus
Female,30,9,Prosthodontist,Biology,Chemistry,Physics,Science,Social,Bachelor of Dental Surgery
Female,16,11,Financial Analyst,Mathematics,Economics,Business,Finance,Logical,BSc. Administration - Legon Campus (Full-Fee Paying)
Female,23,16,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts (General Arts Background)
Female,22,6,Real Estate Lawyer,English Language,Mathematics,Economics,Business,Sequential,Bachelor of Law
Female,19,16,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts (General Arts Background)
Female,18,26,Market Research Analyst,Mathematics,Mathematics,Business,Marketing,Logical,BSc. Administration - Distance Education
Female,27,17,Occupational therapist,Biology,Psychology,Biology,Health,Social,BSc. Biological Sciences
Male ,16,12,Management Analyst,Business,Mathematics,Economics,Business,Logical,BSc. Administration - Legon Campus (Full-Fee Paying)
Male ,18,26,Tax Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Distance Education
Female,31,8,Technical Support Specialist,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Male ,22,6,Law Librarian,English Language,Social Studies,French,History,Reflective,Bachelor of Law
Male ,25,18,Genetic counselor,Biology,Psychology,Chemistry,Science,Verbal,BSc. Biological Sciences
Female,15,9,Cloud Architect,Mathematics,ICT,ICT,Technology,Analytical,BSc. Computer Engineering
Male ,27,13,Art Teacher,Creative Arts,General Knowledge in Art,Education,Education,Visual,Bachelor of Arts (General Arts Background)
Female,15,14,Astronomer,Physics,Mathematics,Science,Science,Analytical,BSc. Physical Sciences
Male ,25,21,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts City Campus
Male ,21,19,Food Process Engineer,Mathematics,Biology,Chemistry,Food Science,Logical,BSc. Food Process Engineering (Full-Feepaying)
Male ,24,7,Pediatric Surgeon,Biology,Chemistry,Physics,Science,Naturalistic,Bachelor of Surgery
Female,24,12,Art Critic,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Male ,16,17,Data Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Mathematical Sciences
Female,29,10,Blood Bank Technologist,Biology,Chemistry,Science,Science,Sequential,BSc. Medical Laboratory Sciences
Female,14,13,Computer Systems Analyst,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,22,8,Software Test Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Computer Engineering
Female,19,18,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts Full-Fee Paying
Female,28,10,Neuropsychologist,Biology,Chemistry,Physics,Science,Analytical,BSc. Psychology
Female,25,22,Accountant,Mathematics,Economics,Business,Accounting,Logical,BSc. Administration - City Campus
Female,20,10,Information Technology (IT) Manager,Computer Science,Mathematics,Physics,Technology,Logical,BSc. Administration - Legon Campus (Full-Fee Paying)
Female,24,6,Pharmacist,Biology,Chemistry,Science,Science,Analytical,Doctor of Pharmacy
Male ,25,9,Data Scientist,Science,Mathematics,Mathematics,,Logical,BSc. Computer Engineering
Male ,19,24,Science Writer,English Language,Science,English Language,Literature,Verbal,BSc. Physical Sciences
Female,30,12,Paleontologist,Science,Biology,Chemistry,Science,Verbal,BSc. Earth Sciences
Male ,17,11,Phlebotomist,Biology,Chemistry,Science,Science,Kinesthetic,BSc. Medical Laboratory Sciences
Male ,31,9,Financial Analyst,Mathematics,Economics,Business,Finance,Logical,BSc. Administration - Legon Campus
Male ,20,7,Pathologist,Biology,Chemistry,Physics,Science,Analytical,Bachelor of Medicine
Male ,15,6,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts (Business/Science/ Vocational Background)
Female,30,9,Chief Financial Officer (CFO),Business,Economics,Business,Business,Logical,BSc. Administration - Legon Campus
Male ,14,15,Respiratory Therapist,Biology,Chemistry,Physics,Science,Visual,BSc. Respiratory Therapy
Male ,22,6,Software Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Computer Engineering
Male ,23,6,Physician,Biology,Chemistry,Physics,Science,Auditory,Bachelor of Medicine
Male ,23,6,Psychologist,Biology,Chemistry,Psychology,Psychology,Logical,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,17,21,Meteorologist,Mathematics,Physics,Geography,Science,Analytical,BSc. Physical Sciences
Male ,17,14,Network and Computer Systems Administrator,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,14,17,Entrepreneur,Business,Economics,Mathematics,Business,Global,BSc. Administration - City Campus
Female,20,17,Mathematician,Mathematics,Physics,ICT,Science,Analytical,BSc. Mathematical Sciences
Male ,15,28,Product Manager,Business,Business,Mathematics,Business,Logical,BSc. Administration - Distance Education
Male ,15,8,Environmental Engineer,Mathematics,Physics,Chemistry,Environment,Logical,BSc. Agricultural Engineering
Male ,28,21,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts Full-Fee Paying
Female,21,13,Accountant,Mathematics,Economics,Business,Accounting,Logical,BSc. Administration - Legon Campus (Full-Fee Paying)
